CATEG	MODEL	B0	B1	MALE	AGE
GTEx.Lung	prox	6.32998318023274	-12.0426078390573	0.108035139018852	0.00822076004108883
GTEx.Muscle	prox	6.7437363281298	-8.13745339793545	-0.0585706381048746	-0.00696407897313233
GTEx.Nerve	prox	6.08558569166944	-11.6464000583947	-0.00535836314170661	-0.00147379388665368
GTEx.Ovary	prox	6.22987395846977	-8.22174964190663	-1.41123306568755	-0.00520395508227428
GTEx.Pancreas	prox	6.71241707146655	-9.80446107460371	0.0616478347044882	-0.0132931834212499
GTEx.Pituitary	prox	4.85865683681833	-8.76976039815896	-0.0080372124050495	0.0134506498074273
GTEx.Prostate	prox	5.09976666387485	-10.2861205233667	1.7501077549545	-0.00996186869404606
GTEx.Salivary	prox	4.75140641612852	-7.81929297308026	0.0922066472475253	-5.41492622413396e-05
GTEx.Skin	prox	1.92700170021476	-2.89857422479203	0.208802365061226	0.00684105027126126
GTEx.Spleen	prox	5.33622044054592	-8.47691669772617	0.089620623641746	-9.94701507897605e-05
GTEx.Stomach	prox	7.28982110268501	-11.5837255468594	0.0941590786006143	-0.00676095954027972
GTEx.Testis	prox	5.13398569016784	-7.35371712940627	0.35265519902321	-0.00724111149420606
GTEx.Thyroid	prox	6.87716012742162	-11.1728130097943	-0.199188856876954	-0.00615732169694987
GTEx.Uterus	prox	5.24035542585409	-7.16079588676608	-1.58429826496477	-0.00801814256968702
GTEx.Vagina	prox	5.77036808155854	-7.58086472633007	-2.39718070810553	-0.00766932758791639
HLF	prox	4.36364246304392	-3.15713907030145	-0.0725778990728613	-0.00186530255314301
Hyperdiploid	prox	7.07456395227689	-5.71155421629913	-0.077779135349655	-0.0156342892835913
Hypodiploid	prox	8.13299474626094	-6.85508376657999	-0.221142612080822	0.00359505411626829
iAMP21	prox	5.39319589492625	-4.20956162957164	0.0812051423393501	-0.0140380399636115
IKZF1.n159y	prox	4.78884000761022	-3.52030742071386	-0.104567369943178	-0.0126885902532947
KMT2A	prox	10.2551715710677	-6.95061861639544	-0.528812315258008	-0.022590193059834
Lymphoblast	prox	6.03770834370442	-4.08565769879307	-0.37761490786205	-0.0265813690096189
MEF2D	prox	5.34989607533872	-3.68289531688237	0.170007897016864	-0.0169851376354876
NUTM1	prox	5.72904965582333	-4.00344242942596	0.252475210070588	-0.021879140960209
PAX5.alt	prox	8.00532640967447	-6.60525586810344	0.579011585521247	-0.00822460017321574
PAX5.p80r	prox	5.92317808109625	-4.66193618125356	-0.598339896388134	0.00528639718953136
Ph	prox	7.40767932124652	-6.69681684294272	0.0325136714598564	0.0116124328467395
T.ALL	prox	10.4567540310105	-6.87683766687945	-0.358331554310947	-0.0408857417924785
TCF3.PBX1	prox	5.84591973332226	-4.68196168142657	-0.156037355586268	-0.00607576850623884
ZNF384	prox	7.5910136377869	-6.09566671252574	-0.349255438537554	0.0110355212328245
BCL2_MYC	freq	2.84681078469228	-4.26340748115596	0.235665498050242	-0.0020858184756489
CDX2.high	freq	3.43638926391598	-4.50476485479739	-0.124210605213172	0.00426087695769266
CRLF2	freq	3.85479329823356	-4.58615185611784	0.0938863203368597	-0.00446178915946482
DUX4	freq	9.15400329889847	-8.85342669577685	-0.101167269927999	-0.00616281786618107
ETP.ALL	freq	1.76775319770013	-3.16129602082098	-0.350861908858126	0.00592662137274599
ETV6.RUNX1	freq	7.48633800689744	-8.23653018296674	-0.243050376574372	-0.00565369082170983
GTEx.Adipose	freq	4.14883067575249	-10.1026867245846	-0.0908418063222111	0.00405621833750159
GTEx.Adrenal	freq	7.6061927702773	-12.4762947479039	-0.133812228455494	0.00564359797669867
GTEx.Artery	freq	8.69232116619553	-12.0323366078106	-0.104594864950768	-0.0460715946263034
GTEx.Bladder	freq	1.1046786253448	-5.75125298777674	0.0142174070405383	-0.0122548435335221
GTEx.Blood	freq	10.419060345014	-12.0628976380789	0.0396693093362248	0.0359824668653202
GTEx.Brain	freq	7.15461108909761	-10.983424494675	0.132953710589371	0.0103140681336183
GTEx.Breast	freq	4.17101337218883	-9.30024155028901	0.0830070572989195	-0.00771208479922585
GTEx.Cervix	freq	1.19192262493924	-4.71053450195704	-0.757952288166829	-0.0112192376800669
GTEx.Colon	freq	3.00708008885485	-7.24090341438033	-0.00779911376176186	-0.00354030979066202
GTEx.Esophagus	freq	3.40459894169944	-7.83372726233861	0.0407941542556561	-0.00181489653477926
GTEx.Fallopian	freq	0.635023718777382	-4.80226446622754	-0.848788248226838	-0.0117509908226383
GTEx.Heart	freq	7.8511684753967	-13.90366178535	0.14245019983018	0.0121678141504202
GTEx.Intestine	freq	3.12216659462541	-8.42396779083866	0.0705149532965107	0.00407617213036871
GTEx.Kidney	freq	8.59036200175036	-20.8325005326858	0.947997919389605	-0.00322769396552916
GTEx.Liver	freq	8.22659498764417	-12.8991167336828	0.0519284120038823	-0.00173197928065913
GTEx.Lung	freq	8.34822512193666	-18.9140540394903	0.130170718789969	0.0102286944680821
GTEx.Muscle	freq	7.38976420676496	-11.1186580431121	0.0407220164143803	-0.00311977395301627
GTEx.Nerve	freq	10.2886531648064	-23.6982992767724	0.0660078689880396	-0.00233490033516649
GTEx.Ovary	freq	6.87534576265372	-11.9048716462055	-1.13656780160772	-0.00454567311310343
GTEx.Pancreas	freq	7.42221238568641	-13.538513890124	0.115468189737467	-0.0109689214544639
GTEx.Pituitary	freq	4.73191414085824	-11.1856603937768	-0.379463290431547	0.018512820394623
GTEx.Prostate	freq	6.55135825898805	-17.8042559003338	2.72481720847119	-0.0095523410498026
GTEx.Salivary	freq	3.84200079919222	-9.81748734701842	0.182472021952218	-0.00262017063618792
GTEx.Skin	freq	0.98314723755922	-3.7171220796885	0.198971316310651	0.00506703145320763
GTEx.Spleen	freq	5.13564630074081	-11.43133026526	0.0959531265508732	0.00970160844075286
GTEx.Stomach	freq	5.86946066373346	-12.4264654306383	0.0345976437669583	-0.00418861055652406
GTEx.Testis	freq	5.59929543852442	-9.44859918144947	0.284661222635088	-0.00850677735516425
GTEx.Thyroid	freq	7.59388559693059	-14.3392103023178	-0.142426129911997	-0.0073258521048098
GTEx.Uterus	freq	7.26514729908567	-14.2543492559281	-2.74740957980629	-0.0120679338967118
GTEx.Vagina	freq	5.503844148997	-10.6593712837922	-1.99474700132599	-0.00883259391154674
HLF	freq	3.04659261490738	-4.54363543373348	-0.0455483231050712	0.00913788013811056
Hyperdiploid	freq	5.14588671310388	-5.6431051074719	-0.108065821302698	-0.017960142393358
Hypodiploid	freq	4.74407277845826	-6.43924580662121	0.0754148839947529	0.0138125149776614
iAMP21	freq	0.769195681656459	-2.84381994393745	0.174805275048357	-0.00643863200108595
IKZF1.n159y	freq	5.01752887219127	-5.92544907340259	-0.0190816163793446	-0.00535878308435815
KMT2A	freq	9.01289761818882	-7.67306999450312	-0.381091221227974	-0.0186635730945507
Lymphoblast	freq	6.63492597010585	-4.96732473871116	-0.414021707286226	-0.0589540258004751
MEF2D	freq	3.05367989197253	-4.5247120866096	0.0246054930683463	0.00473787425112976
NUTM1	freq	3.34153473792615	-4.86391868987848	0.34950522031919	-0.0119357877797211
PAX5.alt	freq	4.49210495155918	-5.47157241962819	0.36587781472999	-0.00773305016622842
PAX5.p80r	freq	4.94735464016127	-6.02485757827649	-0.153605123778197	0.00979291226224122
Ph	freq	4.43447361077685	-6.09158185438228	-0.0692613746373975	0.0201015789230179
T.ALL	freq	10.4697360083253	-8.30588514711945	-0.20060134037434	-0.0519493304336519
TCF3.PBX1	freq	5.28741110332214	-6.4492340828524	-0.228499611360446	0.00561953461253786
ZNF384	freq	5.28428822011228	-6.40890848754813	0.263312933084748	0.0111074693576132
